Clase_0,Clase_1,Clase_2,Clase_3,Clase_4,Clase_5,Clase_6,Clase_7,Clase_8,Clase_9,Clase_10,Clase_11,Clase_12,Clase_13,Clase_14,Clase_15,Clase_16,Clase_17,Clase_18,Clase_19,Clase_20,Clase_21,Clase_22,Clase_23,Clase_24,Clase_25,Clase_26,Clase_27,Clase_28,Clase_29,Clase_30,Clase_31,Clase_32,Clase_33,Clase_34,Clase_35,Clase_36,Clase_37,Clase_38,Clase_39,Clase_40,Clase_41,Clase_42,Clase_43,Clase_44,Clase_45,Clase_46,Clase_47,Clase_48
0.8002301281768835,0.00019995088809053027,2.418160925212179e-06,0.00017865285493367115,2.043935811540983e-05,0.0015403506384693625,0.00037528785346397904,0.0007669472649477645,0.0002656123578850279,0.0006953346255584935,0.0012420876355092156,0.005316186124319024,0.0012432733763924348,0.0002832598297788143,0.0018459098742390561,0.0011153259123262151,0.000683744333437095,0.0011959623646719097,1.4503161635387182e-06,0.010132560398847024,6.1734938998353535e-06,0.001866529736576291,0.00038536355230432906,0.0026467758283326833,0.0005753816456360484,9.899149513625989e-05,4.162635128113362e-05,0.0009658929503631466,5.204423804736562e-06,0.002796489832924073,1.3551941456034624e-05,0.004006306942708753,2.9057260556032113e-05,0.0248901528811551,0.06029551465356616,0.00019536361512708324,9.656201769394553e-05,6.319395057501699e-05,0.0006246714395945276,0.002222766984202254,0.003097495200497223,0.011164303492926362,0.05328700763079518,2.8309895495426074e-06,0.0011654932829558873,0.0016794340527379506,0.0003377826813175453,0.00010135898567011103,3.8403416996761695e-06
0.3073935984157569,0.00011626967786181827,0.00022878977105505267,0.00922164663788133,0.0001123022720145996,0.004557369555428584,0.0013761508842328285,0.016644321004996455,0.0023764417773507462,0.017639705306537856,0.0003944233821002128,0.004096262556809231,0.05593003113577082,0.0028167694900870215,0.30118276953174195,0.001561267839178961,0.003766784644927028,0.0033487678770512137,0.00016981963632775889,0.02862967856192419,0.001119857075677678,0.000525072283864817,0.0008682581617250371,0.001308925266578456,0.0031912280852274023,0.002153846613311225,0.0004621693650569466,0.00038753359685077363,0.0007553181442898527,0.026620966596955817,0.000245294983402281,0.046788862602624395,0.00018909946956187221,0.0032304766451221926,0.04950970458774521,0.0018850582096158488,0.002235108949900673,0.0001987865169269978,0.00242350176333908,0.057575101859072074,0.0011441141967952735,0.0021315604704620706,0.006065888125283329,0.000255454993598987,0.0029140260018685736,0.020950281124083814,0.000760832618356628,0.0023613306879132455,0.00017917104575496977
0.27257568736114773,5.702626306401555e-05,0.0058890827814529825,0.0009875866140698377,8.235666919050387e-05,0.02531798770927545,8.787861105962984e-05,0.01459881949371627,0.0014076654340078093,0.09724580218154286,0.005119687163469925,0.1415136624255371,0.044070128149421677,0.00029287712406628923,0.03215162886751778,0.0033979283320890864,0.018089361834071522,0.0066050730167055895,0.010807087338479106,0.0602521764716944,0.0003137898583382814,0.0013646025782307546,0.008615297688361095,0.0007863361326356212,0.009975619032147519,0.007300636355056064,0.0003265333795032866,0.0013461340096567994,0.0015044515812609276,0.006397671207569403,0.0018576367115384178,0.0778640720173357,6.811961787122267e-05,0.011688859011660264,0.011703435868119866,0.00032974823359024777,0.003103140887926014,0.0007625279161637285,0.009062146512810638,0.010772740611001986,0.003972348671653274,0.0016181281557305063,0.055452968953652565,0.0017226716638221334,0.0016316445024565302,0.012160205915377765,0.0003620672494751848,0.016695624607801066,0.0006913372276734613
0.7963920839727784,1.4285006453187856e-06,3.034629753316408e-08,4.072159077015579e-06,4.3507205679010724e-05,6.265826172263049e-07,5.532660888279186e-06,0.005876971693135486,1.796100354492458e-07,3.909242002611685e-05,4.935144803641448e-07,0.0001306122912110506,4.5509532421320225e-06,3.0020003529778732e-09,5.605877250732806e-06,0.00010145942677734725,4.0610229667061e-07,0.001616402964966186,2.5188184266160036e-08,1.291255159454779e-06,6.022599537641158e-06,0.00036914300918383826,0.08254411469113984,0.002947104353822975,0.0030657310599868657,0.028119664700901513,2.3373427929747318e-07,0.00025612550360986193,1.4115870753517368e-07,4.172835510674244e-05,1.574139453382722e-05,0.0002657802637725358,1.0650415718504084e-07,0.00454099316124403,1.1849942935472546e-07,2.0786582119232467e-06,8.848030802245346e-06,5.367983300208619e-08,2.55686465364777e-07,2.9780752031399056e-06,4.349420414571219e-07,0.04380331291270078,0.008155872855270616,1.9591794309087e-08,0.0015038358767449063,0.01883970807961883,7.291450390149411e-08,0.0012854039372125754,4.3435162287134404e-11
0.8036500131122482,0.00029434760755363867,2.1130242518857177e-06,0.0001450609276295305,0.00026733852890007006,0.0007173846115746739,0.0006663045471759986,0.0003169457714517998,0.0003556931258182416,0.05344632296439704,0.00020964824997674741,4.357380758232246e-05,0.0006426552677824052,0.0022010320938302555,0.00017886634897966704,0.002473068845381127,0.006324469444600918,0.0023332718922984084,1.6161789033705103e-05,0.000173944301198098,0.0014544935888166275,0.0003477718494475599,0.06335237679501034,0.013980976229145655,0.0012576774040633754,0.0007237264542049464,0.0003439187477408545,0.00020425922036298874,0.00016888875628682097,0.0072503591821450495,0.00039771858733739625,0.0020108283931278862,6.871951467619683e-05,0.002154534386161714,0.0018238950319667084,0.001006200939879698,0.00022333820287160716,1.6732421106926705e-05,0.0008179034545342272,0.0028934475545837534,0.013795884963337194,0.0008177101575418628,0.00011567618659707531,0.0004423952215528616,0.009300424258335865,0.0003866103397366172,1.4194153419009603e-05,0.0001657590478152756,5.362696528649556e-06
0.9863645072646122,2.2294253238997816e-07,2.4356423166517957e-07,9.710177493477807e-07,1.2227227932332074e-07,4.5432699874008895e-06,6.1916007104792194e-06,8.558903548650037e-06,1.1703785862241697e-06,0.0024021909786023695,7.043724682868771e-05,0.00016031073269965552,0.0002178518900676349,6.178628205177527e-07,5.430130017839379e-05,3.4823214402833115e-05,2.5907367506655338e-05,0.001813502070590894,2.2785278219158416e-07,7.667878634534325e-06,5.619978518656686e-06,1.1381201953811564e-05,7.816961367065953e-06,8.530126780271615e-05,0.0016002453122657793,5.922911788234386e-06,6.722114571916265e-06,1.6320851016212238e-06,1.0116045748599852e-06,7.771896804113887e-05,9.478963614299137e-07,1.5287173450088423e-05,2.406922586760217e-07,0.0001819755127981616,2.870766983389983e-06,1.1452609479866034e-06,2.079112610063705e-06,5.4016639161401096e-08,9.29940878931514e-08,0.00036702238129954147,1.3661769943175939e-05,1.1914854115507724e-05,0.003630962790843709,4.46378880635742e-07,0.0026826185696095725,0.00010231356014141288,6.576036120484773e-07,7.887691148080888e-06,7.895893205657142e-08
0.7611123052039882,0.00048425119511148984,1.0739037976739935e-06,0.00030861629881736213,2.532360551939001e-06,0.007558750414886987,9.384904899055907e-06,0.0028887606142606378,0.00042421259468036353,0.005289747607245917,0.0041221972592341075,0.004130118040132451,0.0022246235635739243,0.00014556224945583792,0.0002974031069304472,0.0003021305448791429,0.00047495635450543934,0.0009317127918976589,3.22227676570726e-05,0.0013692782175583848,4.391745012291534e-05,0.0003080555583652747,0.001032718360101932,0.0014272538200561192,0.002213916150244455,0.0016523538025085896,6.468519932390114e-05,6.053790047226069e-05,8.11736247362093e-06,0.08295369988240209,0.0001737279210255069,0.01156494899693602,0.0003011558695624881,0.026158140286660723,0.0010788850935309453,3.472836861716085e-05,0.00018854441831130968,0.0011689743218753655,2.793407156493777e-05,0.0006198826173849031,0.028464301626405633,0.0003109335091071273,0.002092613800245816,5.550419404127161e-05,0.04120944312344661,0.00143222804016365,6.446311939532889e-05,0.002963590426154951,0.00021490471543533467
0.7533074546160387,8.724899261834473e-05,1.4104317376898682e-06,0.0007913396686830806,1.6615471068132798e-06,0.0003517886548864985,4.770312019282692e-05,0.0006316142202096114,1.922104042635201e-05,0.0003626534707852907,0.0018725747518787165,0.030453309468463745,0.0004437820550615878,1.0454389366479751e-05,0.002383311370081089,0.0001800634564996982,0.0005946970895544867,8.081570467144053e-05,5.130922961788765e-07,0.013267033671703813,1.1944769648917347e-06,0.0036281884002382246,3.6530414385381204e-05,0.001591235535388725,0.0005926085973794937,0.00021897519686654338,3.0092551020390255e-05,0.003778504682280588,1.189286360206446e-05,0.0007387028087044768,4.348947975799413e-05,0.00557723781032659,9.391362401602308e-07,0.037197070130044016,0.0003932328011221173,1.4442756549150271e-06,1.3991850685129195e-05,0.0001887037840956796,1.0139534793393495e-05,5.228359167059164e-05,1.5298795571090365e-05,0.0006969538626950295,0.09880948762907156,2.4454061699183334e-06,0.009379637406824444,0.03156558315371109,0.00039260995735407203,0.00013730472143118997,5.570333687840498e-06
0.8765004829998366,4.3533694081781576e-05,2.6978162881881045e-06,3.899627373520499e-06,1.9790808087892395e-06,0.0004860201374952132,0.00013862569928951973,0.00010189424159321768,3.154499674301256e-06,7.43122095509419e-05,0.0027237116060274662,0.0013505102009026579,0.00023358157729998344,7.519431102123866e-07,0.0001501304269984671,0.00015749528491361303,0.00014616481398386756,2.251488405196556e-05,3.5628772427492733e-07,2.7330140645671573e-05,8.190634053271959e-07,0.0072996544558887495,6.120337796457674e-06,0.0030820577298000676,0.0003394168467721072,3.526536933793867e-05,9.37201897564908e-05,0.008682037249436357,1.0729701016497757e-06,0.0029055999638376547,7.83070062454663e-05,0.0006998170982647651,2.9046775139636105e-07,0.014283151174327779,5.8955041816865706e-06,4.479030105071032e-05,7.472207783957842e-05,0.000110899453247492,1.5941404760224583e-05,8.521267837115234e-06,0.00015188825498378675,4.9566163408798604e-05,0.06928808965634271,1.0177459878196448e-06,0.002046014023333827,0.002161585778104968,4.4805498220091785e-05,0.006290419312445331,2.9366463882933896e-05
0.9849191805047991,3.8191653086426147e-07,5.422219468932137e-09,1.3162025850779122e-05,1.2037828260971676e-05,3.826070899448263e-05,1.5952180753879093e-06,1.1206139094489017e-05,8.003898510675865e-06,0.005948693589659226,1.5651364346194413e-05,4.141529228012162e-05,0.00022885769345721177,3.6090421572027285e-06,0.0005675535031862943,3.2631717954611995e-06,2.057703654959517e-05,5.314482746781645e-05,8.353614888307648e-05,0.0003246144450738436,1.3582860371003467e-05,3.1910742277104824e-06,9.64436215697861e-05,6.625980082863946e-07,0.0002750851941521326,0.002427434052158993,9.513070880572067e-07,5.525761198301436e-07,2.804600175004229e-08,0.0017292967532499843,1.9810253847783732e-06,0.0007309045798170886,1.8647186072887906e-06,0.0015349513936022323,1.2295730025374441e-05,2.414413897242995e-05,5.799373966538478e-05,3.5931191724488746e-06,1.1819476559788215e-07,0.0003076498700276128,3.4860066883473384e-05,4.957492817874108e-05,1.3587658599280764e-05,1.7737414282212393e-05,7.368238123803992e-05,1.7750896638178849e-06,2.2929007310774988e-06,0.0002888288898410115,1.863004016535832e-07
